CODCLIFOR;TIPOCF;CODREPRES;NOMEFAN;CIDADE;UF;CODMUNICIPIO;TIPOPESSOA;COBRBANC;PRAZOPGTO
3.125;1;31;Cliente 3125;;SP;;1;-1;0
3.126;1;31;Cliente 3126;;SP;;1;-1;0
3.127;1;31;Cliente 3127;;SP;;1;-1;0
3.128;1;31;Cliente 3128;;SP;;1;-1;0
3.129;1;31;Cliente 3129;;SP;;2;-1;0
3.130;1;31;Cliente 3130;;SP;;2;-1;0
3.132;1;31;Cliente 3132;;SP;;1;-1;0
3.133;1;31;Cliente 3133;;SP;;1;-1;0
3.134;1;31;Cliente 3134;;SP;;1;-1;0
3.135;1;31;Cliente 3135;;SP;;1;-1;0
3.136;1;31;Cliente 3136;;SP;;1;-1;0
3.137;1;31;Cliente 3137;;SP;;1;-1;0
3.138;1;31;Cliente 3138;;SP;;1;-1;0
3.139;1;31;Cliente 3139;;SP;;2;-1;0
3.140;1;22;Cliente 3140;;SP;;1;-1;0
3.141;1;31;Cliente 3141;;SP;;1;-1;0
3.142;1;31;Cliente 3142;;SP;;1;-1;0
3.143;1;31;Cliente 3143;;SP;;1;-1;0
3.144;1;31;Cliente 3144;;SP;;1;-1;0
3.145;1;31;Cliente 3145;;SP;;2;-1;0
3.146;1;31;Cliente 3146;;SP;;2;-1;0
3.147;1;31;Cliente 3147;;SP;;1;-1;0
3.148;1;31;Cliente 3148;;SP;;1;-1;0
3.149;1;31;Cliente 3149;;SP;;1;-1;0
3.150;1;31;Cliente 3150;;SP;;1;-1;0
3.151;1;31;Cliente 3151;;SP;;1;-1;0
3.152;1;31;Cliente 3152;;SP;;2;-1;0
3.153;1;31;Cliente 3153;;SP;;1;-1;0
3.154;1;31;Cliente 3154;;SP;;2;-1;0
3.155;1;9;Cliente 3155;SAO PAULO;SP;3550308;2;-1;10
3.156;1;31;Cliente 3156;;SP;;1;-1;0
3.157;1;31;Cliente 3157;;SP;;1;-1;0
3.158;1;31;Cliente 3158;;SP;;2;-1;0
3.159;1;31;Cliente 3159;;SP;;1;-1;0
3.160;1;31;Cliente 3160;;SP;;1;-1;0
3.161;1;31;Cliente 3161;;SP;;2;-1;0
3.162;1;31;Cliente 3162;;SP;;2;-1;0
3.163;1;31;Cliente 3163;;SP;;2;-1;0
3.164;1;31;Cliente 3164;CHACARA;SP;;1;-1;0
3.165;1;27;Cliente 3165;SAO PAULO;SP;3550308;2;-1;10
3.166;1;31;Cliente 3166;;SP;;1;-1;0
3.168;1;9;Cliente 3168;SAO PAULO;SP;3550308;2;-1;21
3.169;1;31;Cliente 3169;;SP;;1;-1;0
3.170;1;31;Cliente 3170;;SP;;1;-1;0
3.171;1;31;Cliente 3171;;SP;;1;-1;0
3.172;1;31;Cliente 3172;;SP;;1;-1;0
3.173;1;31;Cliente 3173;;SP;;2;-1;0
3.174;1;9;Cliente 3174;SAO PAULO;SP;3550308;2;0;0
3.175;1;31;Cliente 3175;;SP;;1;-1;0
3.176;1;31;Cliente 3176;;SP;;1;-1;0
3.177;1;31;Cliente 3177;;SP;;1;-1;0
3.178;1;31;Cliente 3178;;SP;;1;-1;0
3.179;1;31;Cliente 3179;;SP;;1;-1;0
3.181;1;31;Cliente 3181;;SP;;1;-1;0
3.182;1;31;Cliente 3182;;SP;;1;-1;0
3.183;1;31;Cliente 3183;;SP;;1;-1;0
3.184;1;31;Cliente 3184;;SP;;1;-1;0
3.185;1;31;Cliente 3185;;SP;;1;-1;0
3.186;1;31;Cliente 3186;;SP;;1;-1;0
3.187;1;31;Cliente 3187;;SP;;1;-1;0
3.188;1;31;Cliente 3188;;SP;;1;-1;0
3.189;1;9;Cliente 3189;SAO PAULO;SP;3550308;2;-1;14
3.190;1;31;Cliente 3190;;SP;;1;-1;0
3.191;1;31;Cliente 3191;;SP;;1;-1;0
3.192;1;9;Cliente 3192;TABOAO DA SERRA;TS;;2;0;0
3.193;1;9;Cliente 3193;SAO PAULO;SP;3550308;2;0;0
3.194;1;9;Cliente 3194;SAO PAULO;SP;3550308;2;0;0
3.195;1;31;Cliente 3195;;SP;;1;-1;0
3.196;1;35;Cliente 3196;;SP;;1;-1;0
3.197;1;31;Cliente 3197;;SP;;1;-1;0
3.198;1;31;Cliente 3198;;SP;;1;-1;0
3.199;1;31;Cliente 3199;;SP;;1;-1;0
3.200;1;31;Cliente 3200;;SP;;2;-1;0
3.201;1;31;Cliente 3201;;SP;;1;-1;0
3.202;1;9;Cliente 3202;SAO PAULO;SP;3550308;1;-1;0
3.203;1;31;Cliente 3203;;SP;;1;-1;0
3.204;1;31;Cliente 3204;;SP;;1;-1;0
3.205;1;31;Cliente 3205;;SP;;1;-1;0
3.206;1;9;Cliente 3206;SAO PAULO;SP;3550308;2;-1;0
3.207;1;31;Cliente 3207;;SP;;1;-1;0
3.208;1;28;Cliente 3208;SAO PAULO;SP;3550308;2;-1;14
3.209;1;31;Cliente 3209;;SP;;1;-1;0
3.210;1;31;Cliente 3210;;SP;;1;-1;0
3.211;1;31;Cliente 3211;;SP;;1;-1;0
3.212;1;31;Cliente 3212;;SP;;1;-1;0
3.213;1;31;Cliente 3213;;SP;;1;-1;0
3.214;1;9;Cliente 3214;SAO PAULO;SP;3550308;2;-1;14
3.216;1;9;Cliente 3216;SAO PAULO;SP;3550308;2;-1;14
3.217;1;31;Cliente 3217;;SP;;1;-1;0
3.218;1;31;Cliente 3218;SAO PAULO;SP;;1;-1;0
3.220;1;31;Cliente 3220;;SP;;1;-1;0
3.221;1;31;Cliente 3221;;SP;;2;-1;0
3.222;1;31;Cliente 3222;;SP;;1;-1;0
3.223;1;31;Cliente 3223;;SP;;1;-1;0
3.224;1;31;Cliente 3224;;SP;;1;-1;0
3.225;1;31;Cliente 3225;;SP;;1;-1;0
3.226;1;9;Cliente 3226;SAO CAETANO SUL;SP;3548807;2;-1;7
3.227;1;9;Cliente 3227;SAO PAULO;SP;3550308;2;0;0
3.228;1;31;Cliente 3228;;SP;;1;-1;0
3.229;1;31;Cliente 3229;;SP;;2;-1;0
3.230;1;9;Cliente 3230;SAO PAULO;SP;;2;-1;0
3.231;1;9;Cliente 3231;SAO PAULO;SP;3550308;2;-1;21
3.232;1;31;Cliente 3232;;SP;;1;-1;0
3.233;1;31;Cliente 3233;;SP;;1;-1;0
3.234;1;9;Cliente 3234;SAO PAULO;SP;3550308;2;-1;14
3.235;1;27;Cliente 3235;SAO PAULO;SP;3550308;2;-1;14
3.236;1;9;Cliente 3236;SAO PAULO;SP;3550308;2;-1;0
3.237;1;31;Cliente 3237;;SP;;1;-1;0
3.238;1;31;Cliente 3238;;SP;;1;-1;0
3.239;1;31;Cliente 3239;;SP;;1;-1;0
3.240;1;22;Cliente 3240;;SP;;1;-1;0
3.241;1;31;Cliente 3241;;SP;;1;-1;0
3.242;1;31;Cliente 3242;;SP;;1;-1;0
3.243;1;31;Cliente 3243;;SP;;1;-1;0
3.244;1;31;Cliente 3244;;SP;;1;-1;0
3.246;1;9;Cliente 3246;;SP;;1;-1;0
3.247;1;33;Cliente 3247;SAO PAULO;SP;3550308;2;-1;14
3.248;1;33;Cliente 3248;SAO PAULO;SP;3550308;2;-1;14
3.249;1;22;Cliente 3249;;SP;;1;-1;0
3.250;1;31;Cliente 3250;;SP;;1;-1;0
3.251;1;22;Cliente 3251;;SP;;1;-1;0
3.252;1;9;Cliente 3252;SAO PAULO;SP;3550308;2;-1;0
3.253;1;31;Cliente 3253;;SP;;1;-1;0
3.255;1;9;Cliente 3255;SAO PAULO;SP;3550308;2;0;0
3.256;1;31;Cliente 3256;;SP;;2;-1;0
3.257;1;31;Cliente 3257;SAO PAULO;SP;;1;0;0
3.258;1;31;Cliente 3258;SAO PAULO;SP;;1;-1;0
3.259;1;31;Cliente 3259;;SP;;1;0;0
3.263;1;31;Cliente 3263;;SP;;2;-1;0
3.264;1;22;Cliente 3264;SAO PAULO;SP;;1;-1;0
3.265;1;31;Cliente 3265;;SP;;1;-1;0
3.266;1;31;Cliente 3266;;SP;;1;-1;0
3.267;1;31;Cliente 3267;;SP;;1;-1;0
3.268;1;31;Cliente 3268;SAO PAULO;SP;;1;-1;0
3.269;1;31;Cliente 3269;SAO PAULO;SP;;1;-1;0
3.270;1;31;Cliente 3270;SAO PAULO;SP;;1;-1;0
3.271;1;31;Cliente 3271;;SP;;1;-1;0
3.272;1;31;Cliente 3272;SAO PAULO;SP;;1;-1;0
3.273;1;31;Cliente 3273;;SP;;1;-1;0
3.274;1;31;Cliente 3274;SAO PAULO;SP;;1;-1;0
3.275;1;31;Cliente 3275;SAO PAULO;SP;;1;-1;0
3.276;1;31;Cliente 3276;SAO PAULO;SP;;1;-1;0
3.277;1;31;Cliente 3277;SAO PAULO;SP;;1;-1;0
3.278;1;9;Cliente 3278;SAO BERNARDO DO CAMPO;SP;3548708;2;-1;7
3.279;1;31;Cliente 3279;SAO PAULO;SP;;1;-1;0
3.280;1;31;Cliente 3280;SAO PAULO;SP;;1;-1;0
3.281;1;31;Cliente 3281;SAO PAULO;SP;;1;-1;0
3.282;1;31;Cliente 3282;SAO PAULO;SP;;1;-1;0
3.283;1;9;Cliente 3283;SAO PAULO;SP;355030;2;0;0
3.284;1;9;Cliente 3284;SAO PAULO;SP;355308;2;-1;14
3.285;1;31;Cliente 3285;SAO PAULO;SP;;1;-1;0
3.286;1;31;Cliente 3286;SAO PAULO;SP;3550308;1;-1;0
3.287;1;31;Cliente 3287;SAO PAULO;SP;3550308;1;-1;0
3.288;1;9;Cliente 3288;SAO PAULO;SP;3550308;2;0;0
3.289;1;9;Cliente 3289;ITAQUAQUECETUBA;SP;3523107;2;-1;10
3.290;1;31;Cliente 3290;SAO PAULO;SP;3550308;1;-1;0
3.291;1;9;Cliente 3291;SAO PAULO;SP;3550308;2;0;0
3.292;1;31;Cliente 3292;SAO PAULO;SP;3550308;1;0;0
3.293;1;31;Cliente 3293;SAO PAULO;SP;3550308;1;-1;0
3.294;1;31;Cliente 3294;SAO PAULO;SP;3550308;1;-1;0
3.295;1;31;Cliente 3295;SAO PAULO;SP;3550308;1;-1;0
3.296;1;31;Cliente 3296;SAO PAULO;SP;3550308;1;-1;0
3.297;1;31;Cliente 3297;SAO PAULO;SP;3550308;1;-1;0
3.298;1;9;Cliente 3298;SAO PAULO;SP;3550308;2;-1;0
3.299;1;31;Cliente 3299;SAO PAULO;SP;3550308;1;-1;0
3.301;1;31;Cliente 3301;SAO PAULO;SP;3550308;1;-1;0
3.302;1;31;Cliente 3302;SAO PAULO;SP;3550308;1;-1;0
3.303;1;31;Cliente 3303;SAO PAULO;SP;3550308;1;-1;0
3.304;1;31;Cliente 3304;SAO PAULO;SP;3550308;1;-1;0
3.305;1;31;Cliente 3305;SAO PAULO;SP;3550308;1;-1;0
3.306;1;31;Cliente 3306;SAO PAULO;SP;3550308;1;-1;0
3.307;1;31;Cliente 3307;SAO PAULO;SP;3550308;1;-1;0
3.308;1;31;Cliente 3308;SAO PAULO;SP;3550308;1;-1;0
3.309;1;31;Cliente 3309;SAO PAULO;SP;3550308;1;-1;0
3.310;1;31;Cliente 3310;SAO PAULO;SP;3550308;1;-1;0
3.311;1;31;Cliente 3311;SAO PAULO;SP;3550308;1;-1;0
3.312;1;31;Cliente 3312;SAO PAULO;SP;3550308;1;-1;0
3.314;1;31;Cliente 3314;SAO PAULO;SP;3550308;1;-1;0
3.315;1;31;Cliente 3315;SAO PAULO;SP;3550308;1;-1;0
3.316;1;9;Cliente 3316;SAO PAULO;SP;3550308;2;-1;14
3.317;1;;Cliente 3317;SAO PAULO;SP;3550308;1;-1;0
3.318;1;31;Cliente 3318;SAO PAULO;SP;3550308;1;-1;0
3.319;1;31;Cliente 3319;SAO PAULO;SP;3550308;1;-1;0
3.320;1;31;Cliente 3320;SAO PAULO;SP;3550308;1;-1;0
3.322;1;31;Cliente 3322;SAO PAULO;SP;3550308;1;-1;0
3.323;1;22;Cliente 3323;SAO PAULO;SP;3550308;1;-1;0
3.324;1;31;Cliente 3324;SAO PAULO;SP;3550308;1;-1;0
3.325;1;31;Cliente 3325;SAO PAULO;SP;;1;-1;0
3.326;1;31;Cliente 3326;SAO PAULO;SP;3550308;1;-1;0
3.327;1;31;Cliente 3327;SAO PAULO;SP;3550308;1;-1;0
3.328;1;31;Cliente 3328;SAO PAULO;SP;3550308;1;-1;0
3.329;1;31;Cliente 3329;SAO PAULO;SP;3550308;1;-1;0
3.330;1;31;Cliente 3330;SAO PAULO;SP;3550308;1;-1;0
3.332;1;31;Cliente 3332;SAO PAULO;SP;3550308;1;-1;0
3.333;1;31;Cliente 3333;SAO PAULO;SP;3550308;1;-1;0
3.334;1;31;Cliente 3334;SAO PAULO;SP;3550308;1;-1;0
3.335;1;31;Cliente 3335;SAO PAULO;SP;3550308;1;-1;0
3.336;1;9;Cliente 3336;SAO PAULO;SP;3550308;2;-1;0
3.337;1;31;Cliente 3337;SAO PAULO;SP;3550308;1;0;0
3.338;1;31;Cliente 3338;SAO PAULO;SP;3550308;1;-1;0
3.339;1;9;Cliente 3339;SAO PAULO;SP;3550308;2;-1;0
3.340;1;31;Cliente 3340;SAO PAULO;SP;3550308;1;-1;0
3.341;1;31;Cliente 3341;SAO PAULO;SP;3550308;1;-1;0
3.342;1;9;Cliente 3342;SAO PAULO;SP;3550308;2;-1;7
3.343;1;31;Cliente 3343;SAO PAULO;SP;3550308;1;-1;0
3.344;1;9;Cliente 3344;SAO PAULO;SP;3550308;2;-1;10
3.345;1;9;Cliente 3345;SAO PAULO;SP;3505708;2;-1;14
3.346;1;9;Cliente 3346;SAO PAULO;SP;3550308;2;-1;7
3.347;1;31;Cliente 3347;SAO PAULO;SP;3550308;1;-1;0
3.348;1;31;Cliente 3348;SAO PAULO;SP;3550308;1;-1;0
3.349;1;31;Cliente 3349;SAO PAULO;SP;3550308;1;-1;0
3.350;1;31;Cliente 3350;SAO PAULO;SP;3550308;1;-1;0
3.351;1;9;Cliente 3351;SAO PAULO;SP;3550308;2;-1;14
3.352;1;9;Cliente 3352;SAO PAULO;SP;3550308;2;-1;14
3.353;1;;Cliente 3353;SAO PAULO;SP;3550308;1;-1;0
3.354;1;31;Cliente 3354;SAO PAULO;SP;3550308;1;-1;0
3.355;1;9;Cliente 3355;SAO PAULO;SP;3550308;2;-1;14
3.356;1;31;Cliente 3356;SAO PAULO;SP;3550308;1;-1;0
3.357;1;31;Cliente 3357;SAO PAULO;SP;3550308;1;-1;0
3.358;1;31;Cliente 3358;SAO PAULO;SP;3550308;1;-1;0
3.359;1;9;Cliente 3359;SAO PAULO;SP;3550308;2;-1;10
3.360;1;31;Cliente 3360;SAO PAULO;SP;3550308;1;-1;0
3.361;1;9;Cliente 3361;SAO PAULO;SP;3550308;2;-1;0
3.362;1;31;Cliente 3362;SAO PAULO;SP;3550308;1;-1;0
3.363;1;31;Cliente 3363;SAO PAULO;SP;3550308;1;-1;0
3.364;1;9;Cliente 3364;SAO PAULO;SP;3550308;2;-1;5
3.365;1;31;Cliente 3365;SAO PAULO;SP;3550308;1;-1;0
3.366;1;27;Cliente 3366;SAO PAULO;SP;3550308;2;-1;7
3.368;1;31;Cliente 3368;SAO PAULO;SP;3550308;1;-1;0
3.369;1;;Cliente 3369;SAO PAULO;SP;3550308;2;0;0
3.370;1;9;Cliente 3370;SAO PAULO;SP;3550308;2;-1;14
3.371;1;31;Cliente 3371;SAO PAULO;SP;3550308;1;-1;0
3.372;1;31;Cliente 3372;SAO PAULO;SP;3550308;1;-1;0
3.373;1;31;Cliente 3373;SAO PAULO;SP;3550308;1;-1;0
3.374;1;31;Cliente 3374;SAO PAULO;SP;3550308;1;-1;0
3.375;1;31;Cliente 3375;SAO PAULO;SP;3550308;1;-1;0
3.376;1;31;Cliente 3376;SAO PAULO;SP;3550308;1;-1;0
3.377;1;9;Cliente 3377;SAO PAULO;SP;3550308;2;-1;14
3.378;1;31;Cliente 3378;SAO PAULO;SP;3550308;1;-1;0
3.379;1;9;Cliente 3379;SAO PAULO;SP;3550308;2;-1;21
3.380;1;9;Cliente 3380;SAO PAULO;SP;3550308;2;-1;7
3.381;1;9;Cliente 3381;SAO PAULO;SP;3550308;2;-1;14
3.382;1;9;Cliente 3382;SAO PAULO;SP;3550308;2;-1;7
3.383;1;9;Cliente 3383;SAO PAULO;SP;3550308;2;-1;14
3.384;1;33;Cliente 3384;SAO PAULO;SP;3550308;2;-1;7
3.385;1;9;Cliente 3385;SAO PAULO;SP;3550308;2;-1;7
3.386;1;31;Cliente 3386;SAO PAULO;SP;3550308;1;-1;0
3.387;1;9;Cliente 3387;SAO PAULO;SP;3550308;2;-1;14
3.388;1;9;Cliente 3388;SAO PAULO;SP;3550308;2;-1;14
3.389;1;9;Cliente 3389;SAO PAULO;SP;3550308;2;0;0
3.390;1;31;Cliente 3390;SAO PAULO;SP;3550308;1;-1;0
3.391;1;31;Cliente 3391;SAO PAULO;SP;3550308;1;-1;0
3.392;1;31;Cliente 3392;SAO PAULO;SP;3550308;1;-1;0
3.393;1;31;Cliente 3393;SAO PAULO;SP;3550308;1;-1;0
3.394;1;31;Cliente 3394;SAO PAULO;SP;3550308;1;-1;0
3.395;1;9;Cliente 3395;SAO PAULO;SP;3550308;2;-1;7
3.397;1;31;Cliente 3397;SAO PAULO;SP;3550308;1;-1;0
3.398;1;9;Cliente 3398;SAO PAULO;SP;3550308;2;-1;14
3.402;1;31;Cliente 3402;SAO PAULO;SP;3550308;1;-1;0
3.403;1;33;Cliente 3403;SAO PAULO;SP;3550308;2;-1;14
3.404;1;9;Cliente 3404;SAO PAULO;SP;3550308;2;-1;19
3.405;1;31;Cliente 3405;SAO PAULO;SP;3550308;1;-1;0
3.406;1;31;Cliente 3406;SAO PAULO;SP;3550308;1;-1;0
3.408;1;31;Cliente 3408;SAO PAULO;SP;3550308;1;-1;0
3.409;1;31;Cliente 3409;SAO PAULO;SP;3550308;1;0;0
3.410;1;22;Cliente 3410;SAO PAULO;SP;3550308;1;0;0
3.411;1;31;Cliente 3411;SAO PAULO;SP;3550308;1;-1;0
3.412;1;22;Cliente 3412;SAO PAULO;SP;3550308;1;-1;0
3.413;1;31;Cliente 3413;SAO PAULO;SP;3550308;1;-1;0
3.414;1;31;Cliente 3414;SAO PAULO;SP;3550308;1;-1;0
3.415;1;31;Cliente 3415;SAO PAULO;SP;3550308;1;-1;0
3.416;1;9;Cliente 3416;SAO PAULO;SP;3550308;2;-1;28
3.417;1;31;Cliente 3417;SAO PAULO;SP;3550308;1;-1;0
3.418;1;31;Cliente 3418;SAO PAULO;SP;3550308;1;-1;0
3.419;1;31;Cliente 3419;SAO PAULO;SP;3550308;1;-1;0
3.420;1;31;Cliente 3420;SAO PAULO;SP;3550308;1;-1;0
3.421;1;31;Cliente 3421;SAO PAULO;SP;3550308;1;-1;0
3.422;1;22;Cliente 3422;SAO PAULO;SP;3550308;1;-1;0
3.424;1;31;Cliente 3424;SAO PAULO;SP;3550308;1;-1;0
3.425;1;31;Cliente 3425;SAO PAULO;SP;3550308;1;-1;0
3.426;1;31;Cliente 3426;SAO PAULO;SP;3550308;1;-1;0
3.427;1;31;Cliente 3427;SAO PAULO;SP;3550308;1;-1;0
3.428;1;31;Cliente 3428;SAO PAULO;SP;3550308;1;-1;0
3.429;1;31;Cliente 3429;SAO PAULO;SP;3550308;1;-1;0
3.430;1;22;Cliente 3430;SAO PAULO;SP;3550308;1;-1;0
3.431;1;31;Cliente 3431;SAO PAULO;SP;3550308;1;-1;0
3.432;1;31;Cliente 3432;SAO PAULO;SP;3550308;1;-1;0
3.433;1;9;Cliente 3433;SAO PAULO;SP;3550308;2;0;0
3.434;1;31;Cliente 3434;SAO PAULO;SP;3550308;1;-1;0
3.435;1;31;Cliente 3435;SAO PAULO;SP;3550308;1;-1;0
3.436;1;31;Cliente 3436;SAO PAULO;SP;3550308;1;-1;0
3.437;1;31;Cliente 3437;SAO PAULO;SP;3550308;1;-1;0
3.438;1;31;Cliente 3438;SAO PAULO;SP;3550308;1;-1;0
3.439;1;31;Cliente 3439;SAO PAULO;SP;3550308;1;-1;0
3.440;1;31;Cliente 3440;SAO PAULO;SP;3550308;1;-1;0
3.441;1;31;Cliente 3441;SAO PAULO;SP;3550308;2;-1;0
3.442;1;31;Cliente 3442;SAO PAULO;SP;3550308;1;-1;0
3.443;1;31;Cliente 3443;SAO PAULO;SP;3550308;1;-1;0
3.444;1;9;Cliente 3444;SAO PAULO;SP;3550308;2;-1;0
3.445;1;31;Cliente 3445;SAO PAULO;SP;3550308;1;-1;0
3.446;1;31;Cliente 3446;SAO PAULO;SP;3550308;1;-1;0
3.447;1;31;Cliente 3447;SAO PAULO;SP;3550308;1;-1;0
3.448;1;31;Cliente 3448;SAO PAULO;SP;3550308;1;-1;0
3.449;1;31;Cliente 3449;SAO PAULO;SP;3550308;1;0;0
3.450;1;22;Cliente 3450;SAO PAULO;SP;3550308;1;-1;0
3.451;1;31;Cliente 3451;SAO PAULO;SP;3550308;1;-1;0
3.452;1;31;Cliente 3452;SAO PAULO;SP;3550308;2;-1;0
3.453;1;31;Cliente 3453;SAO PAULO;SP;3550308;1;-1;0
3.454;1;31;Cliente 3454;SAO PAULO;SP;3550308;1;-1;0
3.455;1;31;Cliente 3455;SAO PAULO;SP;3550308;1;-1;0
3.456;1;31;Cliente 3456;SAO PAULO;SP;3550308;1;0;0
3.457;1;9;Cliente 3457;SAO PAULO;SP;3550308;2;-1;5
3.458;1;9;Cliente 3458;SAO PAULO;SP;3550308;2;-1;7
3.459;1;31;Cliente 3459;SAO PAULO;SP;3550308;1;-1;0
3.460;1;31;Cliente 3460;SAO PAULO;SP;3550308;2;-1;0
3.461;1;31;Cliente 3461;SAO PAULO;SP;3550308;1;-1;0
3.462;1;9;Cliente 3462;SAO PAULO;SP;3550308;2;-1;10
3.463;1;22;Cliente 3463;SAO PAULO;SP;3550308;1;-1;0
3.464;1;31;Cliente 3464;SAO PAULO;SP;3550308;1;-1;0
3.465;1;22;Cliente 3465;SAO PAULO;SP;3550308;1;-1;0
3.466;1;22;Cliente 3466;SAO PAULO;SP;3550308;1;-1;0
3.467;1;31;Cliente 3467;SAO PAULO;SP;3550308;1;-1;0
3.468;1;;Cliente 3468;SAO PAULO;SP;3550308;1;-1;0
3.469;1;31;Cliente 3469;SAO PAULO;SP;3550308;1;-1;0
3.470;1;31;Cliente 3470;SAO PAULO;SP;3550308;1;-1;0
3.471;1;31;Cliente 3471;SAO PAULO;SP;3550308;1;-1;0
3.472;1;31;Cliente 3472;SAO PAULO;SP;3550308;1;-1;0
3.473;1;31;Cliente 3473;SAO PAULO;SP;3550308;1;-1;0
3.474;1;31;Cliente 3474;SAO PAULO;SP;3550308;1;-1;0
3.475;1;31;Cliente 3475;SAO PAULO;SP;3550308;1;-1;0
3.476;1;31;Cliente 3476;SAO PAULO;SP;3550308;1;-1;0
3.477;1;31;Cliente 3477;SAO PAULO;SP;3550308;2;-1;0
3.478;1;9;Cliente 3478;SAO PAULO;SP;3550308;2;0;0
3.479;1;31;Cliente 3479;SAO PAULO;SP;3550308;1;-1;0
3.480;1;31;Cliente 3480;SAO PAULO;SP;3550308;1;-1;0
3.481;1;31;Cliente 3481;SAO PAULO;SP;3550308;1;-1;0
3.482;1;31;Cliente 3482;SAO PAULO;SP;3550308;1;-1;0
3.483;1;9;Cliente 3483;SAO PAULO;SP;3550308;2;0;7
3.484;1;31;Cliente 3484;SAO PAULO;SP;3550308;1;-1;0
3.485;1;22;Cliente 3485;SAO PAULO;SP;3550308;1;-1;0
3.486;1;22;Cliente 3486;SAO PAULO;SP;3550308;1;-1;0
3.489;1;31;Cliente 3489;SAO PAULO;SP;3550308;1;-1;0
3.490;1;31;Cliente 3490;SAO PAULO;SP;3550308;1;0;0
3.491;1;31;Cliente 3491;SAO PAULO;SP;3550308;1;0;0
3.492;1;31;Cliente 3492;SAO PAULO;SP;3550308;1;-1;0
3.493;1;31;Cliente 3493;SAO PAULO;SP;3550308;1;-1;0
3.494;1;31;Cliente 3494;SAO PAULO;SP;3550308;1;-1;0
3.495;1;31;Cliente 3495;SAO PAULO;SP;3550308;1;-1;0
3.496;1;31;Cliente 3496;SAO PAULO;SP;3550308;1;-1;0
3.497;1;31;Cliente 3497;SAO PAULO;SP;3550308;1;-1;0
3.498;1;31;Cliente 3498;SAO PAULO;SP;3550308;1;-1;0
3.499;1;31;Cliente 3499;SAO PAULO;SP;3550308;1;-1;0
3.500;1;31;Cliente 3500;SAO PAULO;SP;3550308;1;-1;0
3.501;1;9;Cliente 3501;SAO PAULO;SP;3550308;2;-1;14
3.502;1;9;Cliente 3502;SAO PAULO;SP;3550308;2;-1;14
3.503;1;31;Cliente 3503;SAO PAULO;SP;3550308;1;-1;0
3.504;1;31;Cliente 3504;SAO PAULO;SP;3550308;1;-1;0
3.505;1;27;Cliente 3505;SAO PAULO;SP;3550308;2;-1;14
3.506;1;31;Cliente 3506;SAO PAULO;SP;3550308;1;0;0
3.507;1;31;Cliente 3507;SAO PAULO;SP;3550308;1;-1;0
3.509;1;31;Cliente 3509;SAO PAULO;SP;3550308;1;-1;0
3.510;1;31;Cliente 3510;SAO PAULO;SP;3550308;2;0;0
3.511;1;31;Cliente 3511;SAO PAULO;SP;3550308;1;0;0
3.512;1;31;Cliente 3512;SAO PAULO;SP;3550308;1;-1;0
3.513;1;31;Cliente 3513;SAO PAULO;SP;3550308;1;-1;0
3.514;1;31;Cliente 3514;SAO PAULO;SP;3550308;1;-1;0
3.515;1;9;Cliente 3515;SAO PAULO;SP;3550308;1;-1;0
3.516;1;31;Cliente 3516;SAO PAULO;SP;3550308;1;-1;0
3.517;1;31;Cliente 3517;SAO PAULO;SP;3550308;1;-1;0
3.518;1;31;Cliente 3518;SAO PAULO;SP;3550308;1;-1;0
3.519;1;9;Cliente 3519;SAO PAULO;SP;3550308;2;0;0
3.520;1;31;Cliente 3520;SAO PAULO;SP;3550308;1;-1;0
3.521;1;9;Cliente 3521;SAO PAULO;SP;3550308;2;-1;21
3.522;1;31;Cliente 3522;SAO PAULO;SP;3550308;1;-1;0
3.523;1;31;Cliente 3523;SAO PAULO;SP;3550308;1;-1;0
3.524;1;31;Cliente 3524;SAO PAULO;SP;3550308;1;-1;0
3.525;1;31;Cliente 3525;SAO PAULO;SP;3550308;1;-1;0
3.526;1;31;Cliente 3526;SAO PAULO;SP;3550308;2;-1;0
3.527;1;31;Cliente 3527;SAO PAULO;SP;3550308;1;-1;0
3.528;1;31;Cliente 3528;SAO PAULO;SP;3550308;1;-1;0
3.529;1;31;Cliente 3529;SAO PAULO;SP;3550308;1;-1;0
3.530;1;31;Cliente 3530;SAO PAULO;SP;3550308;1;-1;0
3.531;1;27;Cliente 3531;SAO PAULO;SP;3550308;2;-1;14
3.532;1;9;Cliente 3532;SAO PAULO;SP;3550308;2;-1;0
3.533;1;31;Cliente 3533;SAO PAULO;SP;3550308;1;0;0
3.534;1;31;Cliente 3534;SAO PAULO;SP;3550308;1;-1;0
3.535;1;31;Cliente 3535;SAO PAULO;SP;3550308;1;-1;0
3.536;1;31;Cliente 3536;SAO PAULO;SP;3550308;1;0;0
3.537;1;31;Cliente 3537;SAO PAULO;SP;3550308;1;0;0
3.538;1;31;Cliente 3538;SAO PAULO;SP;3550308;1;-1;0
3.539;1;31;Cliente 3539;SAO PAULO;SP;3550308;1;-1;0
3.540;1;31;Cliente 3540;SAO PAULO;SP;3550308;1;-1;0
3.541;1;31;Cliente 3541;SAO PAULO;SP;3550308;1;-1;0
3.542;1;31;Cliente 3542;SAO PAULO;SP;3550308;1;0;0
3.543;1;31;Cliente 3543;SAO PAULO;SP;3550308;1;-1;0
3.544;1;31;Cliente 3544;SAO PAULO;SP;3550308;1;-1;0
